cid,cmpdname,canonicalsmiles,sensitizer
51340947,Maleimide-PEG12-NHS ester,C1CC(=O)N(C1=O)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN2C(=O)C=CC2=O,0
6419947,Lobeline alpha (-) hydrochoride,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O.Cl,0
12694600,5-(Aminomethyl)-2-methylpyrimidin-4-ol,CC1=NC=C(C(=O)N1)CN,0
520047,"N'-tert-Butyl-N,N-dimethylformamidine",CC(C)(C)N=CN(C)C,0
2735747,3-Chloro-2-(isopropylthio)aniline,CC(C)SC1=C(C=CC=C1Cl)N,0
131374088,3-Fluoro-2-(propan-2-yl)benzaldehyde,CC(C)C1=C(C=CC=C1F)C=O,0
72351,Pseudocoralyne,CC(=O)C1=CC(=C(C=C1CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC)OC,0
44368687,"[(1S,2R,4S,7R,9R,10R,11S)-11-acetyloxy-4,10-dihydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-2-yl]methyl acetate",CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,0
51340887,Azido-PEG11-amine,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN=[N+]=[N-])N,0
16754030,1-(5-Hexyl-2-hydroxyphenyl)ethan-1-one,CCCCCCC1=CC(=C(C=C1)O)C(=O)C,0
22831492,(S)-(-)-N-Isopropyl-1-Phenylethylamine Hydrochloride,CC(C)NC(C)C1=CC=CC=C1.Cl,0
23461881,N-carbamoyl-2-hydroxypropanamide,CC(C(=O)NC(=O)N)O,0
10964669,[(E)-4-chlorobut-2-enyl] Acetate,CC(=O)OCC=CCCl,0
306022,"Plumbane, bromotriethyl-",CC[Pb](CC)(CC)Br,0
1263650,"[1,2,4]Triazolo[1,5-a]pyrimidine-2-carboxylic acid",C1=CN2C(=NC(=N2)C(=O)O)N=C1,0
81592362,ethyl4-bromo-6-chloro-1H-indole-2-carboxylate,CCOC(=O)C1=CC2=C(N1)C=C(C=C2Br)Cl,0
23678876,"Propanoic acid, 2-oxo-, potassium salt (1:1)",CC(=O)C(=O)[O-].[K+],0
53484518,2-(Oxetan-3-yl)ethanamine,C1C(CO1)CCN,0
98945,2-Benzylcyclohexanone,C1CCC(=O)C(C1)CC2=CC=CC=C2,0
53442229,Paraxanthine-d6,CN1C=NC2=C1C(=O)N(C(=O)N2)C,0
622058,1-(2-Fluorophenyliminomethyl)-2-naphthol,C1=CC=C2C(=C1)C=CC(=C2C=NC3=CC=CC=C3F)O,0
70275,7-Methylindole,CC1=C2C(=CC=C1)C=CN2,0
11286566,3-Amino-2-phenylpropan-1-ol,C1=CC=C(C=C1)C(CN)CO,0
54595012,"3-(2,2,2-Trifluoroethyl)aniline",C1=CC(=CC(=C1)N)CC(F)(F)F,0
2777552,"1H-thieno[3,2-d][1,3]oxazine-2,4-dione",C1=CSC2=C1NC(=O)OC2=O,0
20383073,"6-Methyl-3,4-dihydro-2H-1-benzopyran-2-carboxylic acid",CC1=CC2=C(C=C1)OC(CC2)C(=O)O,0
11348201,"2-Methyl-4,6-diphenylpyrylium tetrafluoroborate",[B-](F)(F)(F)F.CC1=CC(=CC(=[O+]1)C2=CC=CC=C2)C3=CC=CC=C3,0
247446,"5-Amino-2-chloro-4,6-dimethylpyridine-3-carbonitrile",CC1=C(C(=NC(=C1N)C)Cl)C#N,0
43427590,N-methyl-4-trifluoromethanesulfonylaniline,CNC1=CC=C(C=C1)S(=O)(=O)C(F)(F)F,0
96225681,"(3R,4R)-3-Cyclopentylpiperidin-4-ol",C1CCC(C1)C2CNCCC2O,0
161882,"Phosphonic acid, P,P',P'',P'''-(((phosphonomethyl)imino)bis(6,1-hexanediylnitrilobis(methylene)))tetrakis-, sodium salt (1:?)",C(CCCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Na+],0
17039628,"2-Methyl-4,5,7-trichloroquinoline",CC1=CC(=C2C(=CC(=CC2=N1)Cl)Cl)Cl,0
21907228,Ethyl 2-(methylamino)propanoate hydrochloride,CCOC(=O)C(C)NC.Cl,0
10977,1-Chloropentane,CCCCCCl,0
54689446,6-Bromo-4-hydroxyquinolin-2(1H)-one,C1=CC2=C(C=C1Br)C(=CC(=O)N2)O,0
72208182,(3R)-1-(azetidin-3-yl)-3-fluoropyrrolidine dihydrochloride,C1CN(CC1F)C2CNC2.Cl.Cl,0
112039,Dimethyl acetylsuccinate,CC(=O)C(CC(=O)OC)C(=O)OC,0
66369572,2-Chloro-1-{8-oxa-3-azabicyclo[3.2.1]octan-3-yl}ethan-1-one,C1CC2CN(CC1O2)C(=O)CCl,0
16269490,"N''-{10,14-dioxa-4,6-diazatricyclo[7.5.0.0^{3,7}]tetradeca-1,3(7),4,8-tetraen-5-yl}guanidine hydrochloride",C1COC2=C(C=C3C(=C2)NC(=N3)N=C(N)N)OC1.Cl,0
71303866,6-(Difluoromethoxy)pyridin-2-amine,C1=CC(=NC(=C1)OC(F)F)N,0
22178154,2-(2-Chloro-4-methoxyphenyl)-3-oxobutanenitrile,CC(=O)C(C#N)C1=C(C=C(C=C1)OC)Cl,0
78457,O-benzyl-L-serine,C1=CC=C(C=C1)COCC(C(=O)O)N,0
12104958,5-Amino-2-(trifluoromethyl)benzonitrile,C1=CC(=C(C=C1N)C#N)C(F)(F)F,0
19880610,"1-(2-(2-hydroxyethoxy)ethyl)-1H-pyrrole-2,5-dione",C1=CC(=O)N(C1=O)CCOCCO,0
624008,"2,2,4,4,6,6,8,8-Octamethyl-1,5,2,4,6,8-dioxatetrasilocane",C[Si]1(C[Si](O[Si](C[Si](O1)(C)C)(C)C)(C)C)C,0
137943569,3-Amino-3-(4-methyl-3-nitrophenyl)propanoicacidhydrochloride,CC1=C(C=C(C=C1)C(CC(=O)O)N)[N+](=O)[O-].Cl,0
5842,Allobarbital,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,0
70525898,"2-(Bromomethyl)-5-methyl-1,3,4-thiadiazole",CC1=NN=C(S1)CBr,0
17015056,7-Bromo-3-methyl-1-oxoisochromane-3-carboxylic acid,CC1(CC2=C(C=C(C=C2)Br)C(=O)O1)C(=O)O,0
1501975,(S)-1-Boc-3-aminopiperidine,CC(C)(C)OC(=O)N1CCCC(C1)N,0
5875489,4-Cyclodecen-1-one,C1CCC=CCCC(=O)CC1,0
31235,2-Anilinoethanol,C1=CC=C(C=C1)NCCO,0
16428901,"Ethyl 2-[3-(4-butoxybenzoyl)-2-(3,4-dichlorophenyl)-4-hydroxy-5-oxo-2,5-dihydro-1H-pyrrol-1-YL]-4-methyl-1,3-thiazole-5-carboxylate",CCCCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NC(=C(S3)C(=O)OCC)C)C4=CC(=C(C=C4)Cl)Cl)O,0
3583205,"2-(3-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)acetic acid",B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CC(=O)O,0
54085118,Methyl 3-(4-cyanophenyl)prop-2-ynoate,COC(=O)C#CC1=CC=C(C=C1)C#N,0
4739629,1-[4-(2-hydroxyethyl)-1-piperazinyl]Ethanone,CC(=O)N1CCN(CC1)CCO,0
90645589,3-Chloromethcathinone hydrochloride,CC(C(=O)C1=CC(=CC=C1)Cl)NC.Cl,0
177368,"2,2',3,4,4'-Pentabromodiphenyl ether",C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C=C2)Br)Br)Br,0
137965879,"Lithium(1+) ion 6-methyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2-carboxylate",[Li+].CC1CCC2=C(C1)SC(=N2)C(=O)[O-],0
157302,"3,4-Dinitrobenzyl alcohol",C1=CC(=C(C=C1CO)[N+](=O)[O-])[N+](=O)[O-],0
2733258,Morpholinosulfur trifluoride,C1COCCN1S(F)(F)F,0
12243768,Ethyl 3-methylpyridine-2-carboxylate,CCOC(=O)C1=C(C=CC=N1)C,0
964859,3-Carboxy-N-(2-thenylidene)aniline,C1=CC(=CC(=C1)N=CC2=CC=CS2)C(=O)O,0
132371452,Methyl 4-hydroxy-2-sulfamoylbenzoate,COC(=O)C1=C(C=C(C=C1)O)S(=O)(=O)N,0
12470263,2-(1H-indazol-3-yl)acetic acid,C1=CC2=C(NN=C2C=C1)CC(=O)O,0
71686,Dodeclonium Bromide,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)Cl.[Br-],0
145374,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",CCO[Si](CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(OCC)OCC,0
11160353,4-Chloro-6-(4-methoxyphenyl)pyrimidine,COC1=CC=C(C=C1)C2=CC(=NC=N2)Cl,0
4739633,1-Allyl-4-(2-hydroxyethyl)-piperazine,C=CCN1CCN(CC1)CCO,0
412897,9-(4-Biphenylyl)carbazole,C1=CC=C(C=C1)C2=CC=C(C=C2)N3C4=CC=CC=C4C5=CC=CC=C53,0
44612774,"2-Amino-6-bromothiazolo[5,4-b]pyridine",C1=C(C=NC2=C1N=C(S2)N)Br,0
3034072,6-Mercaptonicotinamide,C1=CC(=S)NC=C1C(=O)N,0
77993,Eletriptan,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,0
12559528,"3,4-Dibromothiophene-2-carbaldehyde",C1=C(C(=C(S1)C=O)Br)Br,0
25001557,4-(2-Fluoro-4-methylanilino)-6-[4-(2-hydroxyethyl)piperazin-1-yl]-7-methoxycinnoline-3-carboxamide,CC1=CC(=C(C=C1)NC2=C(N=NC3=CC(=C(C=C32)N4CCN(CC4)CCO)OC)C(=O)N)F,0
57350025,CID 57350025,CC(C)[O-].CC(C)[O-].CC(C)[O-].[Ga],0
110857,"3-Isopropylamino-1,2-propanediol",CC(C)NCC(CO)O,0
159514353,"Samarium(3+) tris(2,2,6,6-tetramethyl-3,5-dioxoheptan-4-ide)",CC(C)(C)C(=CC(=O)C(C)(C)C)[O-].CC(C)(C)C(=CC(=O)C(C)(C)C)[O-].CC(C)(C)C(=CC(=O)C(C)(C)C)[O-].[Sm+3],0
260563,"6-Bromo-2,4-dimethyl-1,2,4-triazine-3,5(2h,4h)-dione",CN1C(=O)C(=NN(C1=O)C)Br,0
935740,"1-benzyl-2,5-dimethyl-1H-pyrrole-3-carboxylic acid",CC1=CC(=C(N1CC2=CC=CC=C2)C)C(=O)O,0
2758642,"N,N-dimethyl-2-piperazin-1-yl-acetamide",CN(C)C(=O)CN1CCNCC1,0
19786342,2-Isopropylthiazole-5-carboxylic acid,CC(C)C1=NC=C(S1)C(=O)O,0
10877336,"2-Cyclopentene-1-acetic acid, ethyl ester",CCOC(=O)CC1CCC=C1,0
120706,Napellonine,CCN1CC2(CCC(C34C2CC(C31)C56C4CC(=O)C(C5)C(=C)C6O)O)C,0
112756856,(S)-1-(Piperazin-1-yl)propan-2-ol dihydrochloride,CC(CN1CCNCC1)O.Cl.Cl,0
576061,1-Allyl-2-chlorobenzene,C=CCC1=CC=CC=C1Cl,0
23009866,"2-(2-Aminoethyl)propane-1,3-diol",C(CN)C(CO)CO,0
132343818,2-(Pyrrolidin-3-yl)pyridine dihydrochloride,C1CNCC1C2=CC=CC=N2.Cl.Cl,0
15315310,"7-Bromo-2,3-dihydro-isoindol-1-one",C1C2=C(C(=CC=C2)Br)C(=O)N1,0
91623883,1-(Pyridazin-3-yl)azetidin-3-amine dihydrochloride,C1C(CN1C2=NN=CC=C2)N.Cl.Cl,0
130067096,"5-Bromo-2-(trifluoromethyl)-2,3-dihydroinden-1-one",C1C(C(=O)C2=C1C=C(C=C2)Br)C(F)(F)F,0
639510,2-(6-Methoxy-3-nitropyridin-2-yl)acetonitrile,COC1=NC(=C(C=C1)[N+](=O)[O-])CC#N,0
2760511,2-(3'-Pyridyl)phenylacetic acid,C1=CC=C(C(=C1)CC(=O)O)C2=CN=CC=C2,0
137319687,N-Boc-1-Guanylpyrazole,CC(C)(C)OC(=O)NC(=N)N1C=CC=N1,0
68283921,(5-Bromo-3-chloro-2-fluorophenyl)methanamine,C1=C(C=C(C(=C1CN)F)Cl)Br,0
5941737,4-(4-(Benzyloxy)-2-methylbenzoyl)-5-(3-bromophenyl)-3-hydroxy-1-(2-morpholinoethyl)-1H-pyrrol-2(5H)-one,CC1=C(C=CC(=C1)OCC2=CC=CC=C2)C(=C3C(N(C(=O)C3=O)CCN4CCOCC4)C5=CC(=CC=C5)Br)O,0
57781109,"3,3-Dimethyl-1-oxo-1,2,3,4-tetrahydro-isoquinoline-4-carboxylic acid",CC1(C(C2=CC=CC=C2C(=O)N1)C(=O)O)C,0
17860960,1-(Aminomethyl)cyclopropanamine dihydrochloride,C1CC1(CN)N.Cl.Cl,0
19928671,"3-(Chloromethyl)-5-ethyl-1,2,4-oxadiazole",CCC1=NC(=NO1)CCl,0
3153996,4-(4-Methylpiperazin-1-ylmethyl)phenylamine,CN1CCN(CC1)CC2=CC=C(C=C2)N,0
159722,Silver tetrafluoroborate,[B-](F)(F)(F)F.[Ag+],0
156071492,3-Ethynyl-3-methyloxolane,CC1(CCOC1)C#C,0
146050156,"{8,8-Difluorodispiro[2.0.3^{4}.1^{3}]octan-6-yl}methanamine",C1CC12C3(C2(F)F)CC(C3)CN,0
12046,2-Methylglutaric acid,CC(CCC(=O)O)C(=O)O,0
1094966,"N,N-dimethylpiperazine-1-sulfonamide",CN(C)S(=O)(=O)N1CCNCC1,0
111236,Ethyl N-phenylformimidate,CCOC=NC1=CC=CC=C1,0
86302305,"1-[(3-Methylpyridin-4-yl)methyl]-4-(3,4,5-trifluorophenyl)pyrrolidin-2-one",CC1=C(C=CN=C1)CN2CC(CC2=O)C3=CC(=C(C(=C3)F)F)F,0
12490983,"1-Benzyl-6-chloro-1H-pyrrolo[3,2-c]pyridine-7-carbonitrile",C1=CC=C(C=C1)CN2C=CC3=CN=C(C(=C32)C#N)Cl,0
3359845,"2,2'-Diethoxybiphenyl",CCOC1=CC=CC=C1C2=CC=CC=C2OCC,0
4602592,6-(1H-imidazol-1-yl)nicotinic acid,C1=CC(=NC=C1C(=O)O)N2C=CN=C2,0
12407138,2-[(3-Fluorophenyl)methyl]oxirane,C1C(O1)CC2=CC(=CC=C2)F,0
16753944,4-Fluoro-2-(methylthio)benzonitrile,CSC1=C(C=CC(=C1)F)C#N,0
24711004,2-(4-Methylpiperidin-1-yl)pyridine-3-carbonitrile,CC1CCN(CC1)C2=C(C=CC=N2)C#N,0
135742287,"2,7-Dichloroquinazolin-4(3H)-one",C1=CC2=C(C=C1Cl)N=C(NC2=O)Cl,0
58300401,1-Thia-4-azaspiro[5.5]undecane,C1CCC2(CC1)CNCCS2,0
64236872,3-Amino-1-(3-methylphenyl)piperidin-2-one,CC1=CC(=CC=C1)N2CCCC(C2=O)N,0
51776872,"4-Chloro-2,3-difluorobenzaldehyde",C1=CC(=C(C(=C1C=O)F)F)Cl,0
47435796,"4-Bromo-2-hydroxy-N,N-dimethylbenzamide",CN(C)C(=O)C1=C(C=C(C=C1)Br)O,0
849421,"6-Fluoro-3-(4-piperidinyl)-1,2-benzisoxazole",C1CNCCC1C2=NOC3=C2C=CC(=C3)F,0
76225543,"(3,3-Dimethylazetidin-2-YL)methanol",CC1(CNC1CO)C,0
3438776,"Ethyl 7-(4-bromobenzoyl)-3-(4-bromophenyl)pyrrolo[1,2-c]pyrimidine-5-carboxylate",CCOC(=O)C1=C2C=C(N=CN2C(=C1)C(=O)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)Br,0
16227138,"1-(2,3-Dichlorophenyl)-2,2,2-trifluoroethanol",C1=CC(=C(C(=C1)Cl)Cl)C(C(F)(F)F)O,0
429065,Ethyl crotonate,CCOC(=O)C=CC,0
10103880,Tert-butyl 6-oxa-3-azabicyclo[3.1.0]hexane-3-carboxylate,CC(C)(C)OC(=O)N1CC2C(C1)O2,0
11407464,(3-Methoxybenzyl)triphenylphosphonium chloride,COC1=CC=CC(=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0
10176136,"2-Pyrazinecarbonitrile, 4,5-dihydro-5-oxo-",C1=C(N=CC(=O)N1)C#N,0
131491602,2-(3-Bromo-5-chloro-4-methylphenyl)acetonitrile,CC1=C(C=C(C=C1Br)CC#N)Cl,0
239699,1H-benzimidazol-1-amine,C1=CC=C2C(=C1)N=CN2N,0
91663881,Tert-butyl 6-formyl-2-azaspiro[3.3]heptane-2-carboxylate,CC(C)(C)OC(=O)N1CC2(C1)CC(C2)C=O,0
55267746,(S)-1-Acetyl-3-hydroxypyrrolidine,CC(=O)N1CCC(C1)O,0
119922,"Propyl deca-2,4-dienoate",CCCCCC=CC=CC(=O)OCCC,0
44481866,2-(4-Methoxy-3-(2-m-tolyl-ethoxy)-benzoylamino)-indan-2-carboxylic acid,CC1=CC(=CC=C1)CCOC2=C(C=CC(=C2)C(=O)NC3(CC4=CC=CC=C4C3)C(=O)O)OC,0
2778431,2-Bromo-4-(trifluoromethyl)phenylacetic acid,C1=CC(=C(C=C1C(F)(F)F)Br)CC(=O)O,0
14148292,3-(Methylsulfamoyl)propanoic acid,CNS(=O)(=O)CCC(=O)O,0
155977992,Butyl 2-[2-(1-butoxy-1-oxopropan-2-yl)-4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy]propanoate,CCCCOC(=O)C(C)C1=C(C=CC(=C1)OC2=NC=C(C=C2)C(F)(F)F)OC(C)C(=O)OCCCC,0
119056820,2-Bromo-1-(oxolan-3-yl)propan-1-one,CC(C(=O)C1CCOC1)Br,0
33782483,"(2Z)-2-[(dimethylamino)methylene]-5,6-dimethoxyindan-1-one",CN(C)C=C1CC2=CC(=C(C=C2C1=O)OC)OC,0
53429192,3-Bromo-5-fluoroisonicotinaldehyde,C1=C(C(=C(C=N1)Br)C=O)F,0
64225239,"7-(Hydroxymethyl)-1,2,3,4-tetrahydroisoquinolin-1-one",C1CNC(=O)C2=C1C=CC(=C2)CO,0
28492566,"5-bromo-1-[2-(dimethylamino)ethyl]-2,3-dihydro-1H-indole-2,3-dione",CN(C)CCN1C2=C(C=C(C=C2)Br)C(=O)C1=O,0
141486505,"2,2-Dimethyl-1,3-thiazolidine-3-carbonyl chloride",CC1(N(CCS1)C(=O)Cl)C,0
16683023,Phenylmercuric lactate,CC(C(=O)O[Hg]C1=CC=CC=C1)O,0
5337958,4-[(E)-2-(4-methoxyphenyl)ethenyl]-1-methylpyridin-1-ium iodide,C[N+]1=CC=C(C=C1)C=CC2=CC=C(C=C2)OC.[I-],0
73874,"3,4-Methylenedioxyphenethylamine",C1OC2=C(O1)C=C(C=C2)CCN,0
569039,"4-Chloropyrido[2,3-d]pyrimidine",C1=CC2=C(N=C1)N=CN=C2Cl,0
54592960,"3-(1H-1,2,4-triazol-1-yl)benzonitrile",C1=CC(=CC(=C1)N2C=NC=N2)C#N,0
609454,2-(4-Chlorophenoxy)nicotinic acid,C1=CC(=C(N=C1)OC2=CC=C(C=C2)Cl)C(=O)O,0
135675761,"6-(chloromethyl)-1-phenyl-1H,4H,5H-pyrazolo[3,4-d]pyrimidin-4-one",C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)NC(=N3)CCl,0
165911474,2-(Oxolan-2-yl)-1-(pyridin-3-yl)ethan-1-amine dihydrochloride,C1CC(OC1)CC(C2=CN=CC=C2)N.Cl.Cl,0
145705666,"1alpha-Hydroxy-5,6-trans-vitamin D3",CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,0
76542528,4-(Oxan-4-YL)benzaldehyde,C1COCCC1C2=CC=C(C=C2)C=O,0
584247,p-Isopropenylphenol,CC(=C)C1=CC=C(C=C1)O,0
16684083,"Isobutyl (Z,Z)-10,10-dibutyl-2-methyl-5,8,12-trioxo-4,9,11-trioxa-10-stannapentadeca-6,13-dien-15-oate",CCCC[Sn](CCCC)(OC(=O)C=CC(=O)OCC(C)C)OC(=O)C=CC(=O)OCC(C)C,0
121552656,4-Methylfuran-3-sulfonyl chloride,CC1=COC=C1S(=O)(=O)Cl,0
242845,p-Chlorobenzylidene-p-chloroaniline,C1=CC(=CC=C1C=NC2=CC=C(C=C2)Cl)Cl,0
4979943,"(3R,5R)-Rosuvastatin",CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,0
20574023,"2,2,2-Trifluoroethylsulfinylacetic acid",C(C(=O)O)S(=O)CC(F)(F)F,0
4683023,"3H-Benz[e]inden-3-one, 1,2,4,5-tetrahydro-",C1CC2=C(CCC2=O)C3=CC=CC=C31,0
86277463,"5-Chloro-1,3-dibromo-2-fluorobenzene",C1=C(C=C(C(=C1Br)F)Br)Cl,0
165093,Samarium oxalate,C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[Sm+3].[Sm+3],0
135404161,"2,3-Di(hydroxyimino)butane",CC(=NO)C(=NO)C,0
2724356,L-Alanine ethyl ester hydrochloride,CCOC(=O)C(C)N.Cl,0
114958876,6-(Sulfamoylamino)pyridine-2-carboxylic acid,C1=CC(=NC(=C1)NS(=O)(=O)N)C(=O)O,0
78569,1H-Benzimidazole-2-methanol,C1=CC=C2C(=C1)NC(=N2)CO,0
71725543,Ethyl (E)-2-(2-oxobenzofuran-3(2H)-ylidene)acetate,CCOC(=O)C=C1C2=CC=CC=C2OC1=O,0
39965,Hexazinone,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,0
87120,Dibenzo-30-crown-10,C1COCCOC2=CC=CC=C2OCCOCCOCCOCCOC3=CC=CC=C3OCCOCCO1,0
21750597,Dimethyl 2-(4-bromophenyl)malonate,COC(=O)C(C1=CC=C(C=C1)Br)C(=O)OC,0
79426077,2-(Oxolan-3-yl)butanoic acid,CCC(C1CCOC1)C(=O)O,0
18546044,5-Methoxy-4-oxo-4H-chromene-2-carboxylic acid,COC1=CC=CC2=C1C(=O)C=C(O2)C(=O)O,0
122199016,"(1R,2S)-2-Pyridin-3-ylcyclopropan-1-amine;dihydrochloride",C1C(C1N)C2=CN=CC=C2.Cl.Cl,0
42282040,"[(1,2,5-Trimethyl-1H-pyrrol-3-yl)methyl]amine",CC1=CC(=C(N1C)C)CN,0
7275203,"2-(2,6-dichlorophenoxy)-N-(2-ethylphenyl)acetamide",CCC1=CC=CC=C1NC(=O)COC2=C(C=CC=C2Cl)Cl,0
11278902,"(3aR,5R,6R,7R,7aR)-5-(acetoxymethyl)-2-methyl-5,6,7,7a-tetrahydro-3aH-pyrano[3,2-d]oxazole-6,7-diyl diacetate",CC1=NC2C(C(C(OC2O1)COC(=O)C)OC(=O)C)OC(=O)C,0
589439,"3,6-Difluoro-2-methoxyphenol",COC1=C(C=CC(=C1O)F)F,0
69113333,3-bromo-5-chloro-1H-pyrazole,C1=C(NN=C1Br)Cl,0
84725946,Tert-butyl n-(1-cyclopentyl-2-oxoethyl)carbamate,CC(C)(C)OC(=O)NC(C=O)C1CCCC1,0
132327820,(2R)-2-amino-4-phenylbutan-1-ol hydrochloride,C1=CC=C(C=C1)CCC(CO)N.Cl,0
708243,4-Methoxy-3-(methoxymethyl)benzaldehyde,COCC1=C(C=CC(=C1)C=O)OC,0
74668,"2-(Difluoromethoxy)-1,1,1-trifluoroethane",C(C(F)(F)F)OC(F)F,0
84717108,"2,2-Difluoro-2-(oxolan-3-yl)acetic acid",C1COCC1C(C(=O)O)(F)F,0
2758733,"5,7-Eicosadiynoic acid",CCCCCCCCCCCCC#CC#CCCCC(=O)O,0
43661428,"1H-Benzimidazol-2-amine, 7-chloro-1-methyl-",CN1C2=C(C=CC=C2Cl)N=C1N,0
18001837,1-(Thiophen-2-ylmethyl)piperidin-4-one,C1CN(CCC1=O)CC2=CC=CS2,0
75525808,"1,3-Thiazole-5-carbonyl chloride hydrochloride",C1=C(SC=N1)C(=O)Cl.Cl,0
12236517,"4-Methyl-1,4-diazepan-2-one",CN1CCCNC(=O)C1,0
12714994,2-Butynoyl chloride,CC#CC(=O)Cl,0
118806481,3-Bromo-5-(trifluoromethyl)pyridin-4-amine,C1=C(C(=C(C=N1)Br)N)C(F)(F)F,0
23001114,"4-bromo-1H,1aH,6H,6aH-cyclopropa[a]indene-1-carboxylic acid",C1C2C(C2C(=O)O)C3=C1C=C(C=C3)Br,0
16740519,2-(Piperidin-3-yl)azepane,C1CCC(NCC1)C2CCCNC2,0
101748485,"1,3-Dibromo-5-n-octylbenzene",CCCCCCCCC1=CC(=CC(=C1)Br)Br,0
75467573,(2S)-2-amino-3-methylbutanenitrile hydrochloride,CC(C)C(C#N)N.Cl,0
4197994,"2-(5,5-Dimethyl-1,3,2-dioxaborinan-2-yl)benzaldehyde",B1(OCC(CO1)(C)C)C2=CC=CC=C2C=O,0
68251,"2,4-Dinitrobenzenesulfenyl chloride",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SCl,0
739624,"2-(4-methyl-3-nitrophenyl)-4H-3,1-benzoxazin-4-one",CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=O)O2)[N+](=O)[O-],0
137963998,"2,7-Dichloro-3-nitroimidazo[1,2-a]pyridine",C1=CN2C(=NC(=C2[N+](=O)[O-])Cl)C=C1Cl,0
164592,5-Hydroxyanthranilic acid,C1=CC(=C(C=C1O)C(=O)O)N,0
4402282,2-Iodophenylacetonitrile,C1=CC=C(C(=C1)CC#N)I,0
5362,Suxibuzone,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,0
6941791,"(2S,3S)-3-methyl-2-(4-methylbenzenesulfonamido)pentanoic acid",CCC(C)C(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)C,0
21251957,2-Amino-3-nitro-5-(trifluoromethyl)benzoic acid,C1=C(C=C(C(=C1C(=O)O)N)[N+](=O)[O-])C(F)(F)F,0
592954,"2-(3-Methyl-4-oxo-1,3-thiazolidin-2-ylidene)acetonitrile",CN1C(=O)CSC1=CC#N,0
130620549,"Methyl (3S,4S)-1,4-dimethylpyrrolidine-3-carboxylate",CC1CN(CC1C(=O)OC)C,0
2761453,2-Trifluoromethylbenzylsulfonyl chloride,C1=CC=C(C(=C1)CS(=O)(=O)Cl)C(F)(F)F,0
13682009,1-(1-Chloroethyl)-4-(propan-2-yl)benzene,CC(C)C1=CC=C(C=C1)C(C)Cl,0
2734274,2-chloro-5-(trifluoromethyl)benzenesulfonyl Chloride,C1=CC(=C(C=C1C(F)(F)F)S(=O)(=O)Cl)Cl,0
241859,3-Chlorosulfonyl-4-methylbenzoic acid,CC1=C(C=C(C=C1)C(=O)O)S(=O)(=O)Cl,0
10120770,"(1R,2R)-N,N'-Bis(2-acetyl-3-oxo-2-butenylidene)-1,2-dimesitylethylenediaminato Cobalt(II)",CC1=CC(=C(C(=C1)C)C(C(C2=C(C=C(C=C2C)C)C)N=CC(=C(C)[O-])C(=O)C)N=CC(=C(C)[O-])C(=O)C)C.[Co+2],0
17604105,"4-(3-methyl-2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)benzoic acid",CC1=CC(=O)N(C1=O)C2=CC=C(C=C2)C(=O)O,0
17230,5-Nitrofurfuryl alcohol,C1=C(OC(=C1)[N+](=O)[O-])CO,0
